docentry;revisi;U_IDU_FPajak;docnum;docdate;cardcode;cardname;NumAtCard
98772;081.007-23.17044666;080.007-23.17044666;302502643;2023-02-22 00:00:00.000;RS0489;PT. OOTOYA INDONESIA;SO202302121259
98777;081.007-23.17044667;080.007-23.17044667;302502644;2023-02-22 00:00:00.000;RS0489;PT. OOTOYA INDONESIA;SO202302121268
98784;081.007-23.17044669;080.007-23.17044669;302502646;2023-02-22 00:00:00.000;RS2280;PT SURYA TIRTA HALIM;SO202302121334
98788;081.007-23.17044671;080.007-23.17044671;302502648;2023-02-22 00:00:00.000;RS2863;PT TITIK TEMU SARINAH;SO202302121375
98792;081.007-23.17044672;080.007-23.17044672;302502649;2023-02-22 00:00:00.000;RS2773;PT ANEKA MULTI PERSADA;SO202302121442
98794;081.007-23.17044673;080.007-23.17044673;302502650;2023-02-22 00:00:00.000;RS2863;PT TITIK TEMU SARINAH;SO202302121476
98798;081.007-23.17044674;080.007-23.17044674;302502651;2023-02-22 00:00:00.000;PS0404;SRIHARIYATI;SO202302121530
98801;081.007-23.17044675;080.007-23.17044675;302502652;2023-02-22 00:00:00.000;RS2891;PT INDO FUSION NUSANTARA;SO202302121553
98802;081.007-23.17044676;080.007-23.17044676;302502653;2023-02-22 00:00:00.000;RS3109;PT KUMPULAN PENCARI KANGTAU;SO202302121570
97191;081.007-23.17043080;080.007-23.17043080;302205241;2023-02-24 00:00:00.000;HT0056;PT. LIPPO KARAWACI TBK;SO202302126099
97194;081.007-23.17043083;080.007-23.17043083;302205243;2023-02-24 00:00:00.000;HT0023;PT. DELTASARI ADIPRATAMA;SO202302126110
97196;081.007-23.17043085;080.007-23.17043085;302205244;2023-02-24 00:00:00.000;HT0075;PT. PLAZA INDONESIA REALTY TBK;SO202302126114
97197;081.007-23.17043086;080.007-23.17043086;302804686;2023-02-17 00:00:00.000;EC0011;ONLINE TOKOPEDIA;SO202302119794
97198;081.007-23.17043087;080.007-23.17043087;302804687;2023-02-17 00:00:00.000;EC0011;ONLINE TOKOPEDIA;SO202302119795
97201;081.007-23.17043090;080.007-23.17043090;302804688;2023-02-17 00:00:00.000;EC0011;ONLINE TOKOPEDIA;SO202302119730
97202;081.007-23.17043091;080.007-23.17043091;302304668;2023-02-21 00:00:00.000;RS2618;PT. OMA KITA SEMUA;SO202302122682
97203;081.007-23.17043092;080.007-23.17043092;302804689;2023-02-17 00:00:00.000;EC0011;ONLINE TOKOPEDIA;SO202302119728
98349;081.007-23.17044212;080.007-23.17044212;302304886;2023-02-28 00:00:00.000;RS0040;CV. CAHAYA SOLARIA;SO202302128808
98350;081.007-23.17044213;080.007-23.17044213;302304887;2023-02-27 00:00:00.000;RS1860;PT CIPTA ADIDAYA SEMESTA;SO202302124361
98351;081.007-23.17044214;080.007-23.17044214;302304888;2023-02-27 00:00:00.000;RS1860;PT CIPTA ADIDAYA SEMESTA;SO202302124753
98352;081.007-23.17044215;080.007-23.17044215;302304889;2023-02-27 00:00:00.000;RS0287;PT. DONER CITRARASA MEDITERANIA;SO202302125872
98355;081.007-23.17044218;080.007-23.17044218;302304891;2023-02-27 00:00:00.000;RS2530;PT BANGOR BERKEMBANG BERSAMA;SO202302127011
98356;081.007-23.17044219;080.007-23.17044219;302304892;2023-02-27 00:00:00.000;GR0014;PT. INDOKULINA SARANA UTAMA;SO202302127665
98357;081.007-23.17044220;080.007-23.17044220;302401276;2023-02-22 00:00:00.000;RS2591;PT SELAMAT MAKAN INDONESIA;SO202302121529
98358;081.007-23.17044221;080.007-23.17044221;302304893;2023-02-27 00:00:00.000;DS0160;CV OMEGA MAJU JAYA;SO202302127766
98359;081.007-23.17044222;080.007-23.17044222;302304894;2023-02-27 00:00:00.000;DS0139;PT DELISARI NUSANTARA;SO202302122222
98366;081.007-23.17044229;080.007-23.17044229;302401277;2023-02-22 00:00:00.000;RS1493;PT.INOVASI KULINER INDONESIA;SO202302121579
98368;081.007-23.17044231;080.007-23.17044231;302205484;2023-02-24 00:00:00.000;SM0021;PT. HERO SUPERMARKET TBK;SO202302123845
98370;081.007-23.17044233;080.007-23.17044233;302205485;2023-02-24 00:00:00.000;SM0021;PT. HERO SUPERMARKET TBK;SO202302123846
98372;081.007-23.17044235;080.007-23.17044235;302205486;2023-02-24 00:00:00.000;SM0021;PT. HERO SUPERMARKET TBK;SO202302123844
98373;081.007-23.17044236;080.007-23.17044236;302401280;2023-02-22 00:00:00.000;RS1493;PT.INOVASI KULINER INDONESIA;SO202302121584
98374;081.007-23.17044237;080.007-23.17044237;302205487;2023-02-24 00:00:00.000;SM0021;PT. HERO SUPERMARKET TBK;SO202302126562
98376;081.007-23.17044239;080.007-23.17044239;302401281;2023-02-22 00:00:00.000;RS1493;PT.INOVASI KULINER INDONESIA;SO202302121585
98378;081.007-23.17044241;080.007-23.17044241;302205488;2023-02-27 00:00:00.000;HT0110;PT. LINGGA HAMPARAN KRIDA;SO202302127084
98379;081.007-23.17044242;080.007-23.17044242;302401282;2023-02-22 00:00:00.000;RS1226;SONY SE;SO202302121624
98380;081.007-23.17044243;080.007-23.17044243;302205489;2023-02-27 00:00:00.000;HT0110;PT. LINGGA HAMPARAN KRIDA;SO202302127085
98383;081.007-23.17044246;080.007-23.17044246;302205490;2023-02-27 00:00:00.000;HT0279;PT MNC LAND;SO202302127531
98385;081.007-23.17044248;080.007-23.17044248;302205491;2023-02-27 00:00:00.000;HT0279;PT MNC LAND;SO202302127534
98389;081.007-23.17044252;080.007-23.17044252;302205493;2023-02-27 00:00:00.000;HT0368;PT NURTIRTA NUSA LESTARI;SO202302127528
98395;081.007-23.17044258;080.007-23.17044258;302205495;2023-02-27 00:00:00.000;HT0368;PT NURTIRTA NUSA LESTARI;SO202302127532
98410;081.007-23.17044273;080.007-23.17044273;302205499;2023-02-27 00:00:00.000;HT0075;PT. PLAZA INDONESIA REALTY TBK;SO202302126734
98413;081.007-23.17044276;080.007-23.17044276;302205500;2023-02-27 00:00:00.000;HT0075;PT. PLAZA INDONESIA REALTY TBK;SO202302126740
98416;081.007-23.17044279;080.007-23.17044279;302205501;2023-02-27 00:00:00.000;HT0075;PT. PLAZA INDONESIA REALTY TBK;SO202302126743
98419;081.007-23.17044282;080.007-23.17044282;302205502;2023-02-27 00:00:00.000;HT0075;PT. PLAZA INDONESIA REALTY TBK;SO202302126749
97353;081.007-23.17043246;080.007-23.17043246;302205294;2023-02-23 00:00:00.000;HT0141;PT. SENAYAN TRIKARYA SEMPANA;SO202302124243
97354;081.007-23.17043247;080.007-23.17043247;302103960;2023-02-23 00:00:00.000;RS2904;PT API GRAHA BOGA;SO202302124693
97357;081.007-23.17043250;080.007-23.17043250;302205295;2023-02-23 00:00:00.000;HT0262;PT PONDOK INDAH HOTEL;SO202302124244
97358;081.007-23.17043251;080.007-23.17043251;302103961;2023-02-23 00:00:00.000;RS0879;PT. BERKAH WONG CILIK;SO202302124760
97359;081.007-23.17043252;080.007-23.17043252;302304690;2023-02-22 00:00:00.000;PS0488;PT MAXX COFFEE PRIMA;SO202302122949
97360;081.007-23.17043253;080.007-23.17043253;302304691;2023-02-22 00:00:00.000;RS0908;PT. GRAHA FOOBE KREASI;SO202302122976
97362;081.007-23.17043255;080.007-23.17043255;302205296;2023-02-23 00:00:00.000;HT0368;PT NURTIRTA NUSA LESTARI;SO202302124245
97364;081.007-23.17043257;080.007-23.17043257;302401248;2023-02-22 00:00:00.000;RS2986;PT MAHAKARYA CITA RASA;SO202302123620
97365;081.007-23.17043258;080.007-23.17043258;302205298;2023-02-23 00:00:00.000;HT0262;PT PONDOK INDAH HOTEL;SO202302124247
97370;081.007-23.17043263;080.007-23.17043263;302304692;2023-02-22 00:00:00.000;RS0315;PT. FOOBE INDO PERSADA;SO202302122988
97378;081.007-23.17043271;080.007-23.17043271;302304700;2023-02-22 00:00:00.000;RS0173;PT. ADICIPTA BOGA INTIPRIMA;SO202302123317
97379;081.007-23.17043272;080.007-23.17043272;302304701;2023-02-22 00:00:00.000;RS0226;PT. BOGA MAKMUR INTIPANGAN;SO202302123318
97977;081.007-23.17043853;080.007-23.17043853;302104052;2023-02-24 00:00:00.000;RS1493;PT.INOVASI KULINER INDONESIA;SO202302124004
97981;081.007-23.17043857;080.007-23.17043857;302205395;2023-02-24 00:00:00.000;RS0610;PT ALCOR BOGA INDONESIA;SO202302125740
97986;081.007-23.17043862;080.007-23.17043862;302205397;2023-02-24 00:00:00.000;HT0106;PT. INDOBUILDCO;SO202302125868
98003;081.007-23.17043878;080.007-23.17043878;302205400;2023-02-24 00:00:00.000;HT0056;PT. LIPPO KARAWACI TBK;SO202302126155
98005;081.007-23.17043880;080.007-23.17043880;302205401;2023-02-24 00:00:00.000;HT0279;PT MNC LAND;SO202302126156
98009;081.007-23.17043883;080.007-23.17043883;302205402;2023-02-24 00:00:00.000;HT0279;PT MNC LAND;SO202302126159
98010;081.007-23.17043884;080.007-23.17043884;302104054;2023-02-24 00:00:00.000;RS1493;PT.INOVASI KULINER INDONESIA;SO202302124006
98016;081.007-23.17043890;080.007-23.17043890;302104057;2023-02-24 00:00:00.000;RS2608;PT LIMA MITRA SAHABAT;SO202302126039
98018;081.007-23.17043892;080.007-23.17043892;302104058;2023-02-24 00:00:00.000;RS0193;PT. API METRA BOGA;SO202302124533
98025;081.007-23.17043897;080.007-23.17043897;302205403;2023-02-24 00:00:00.000;HT0279;PT MNC LAND;SO202302126160
98031;081.007-23.17043902;080.007-23.17043902;302205404;2023-02-24 00:00:00.000;HT0075;PT. PLAZA INDONESIA REALTY TBK;SO202302126162
98032;081.002-23.98135329;081.002-23.98135329;302304816;2023-02-03 00:00:00.000;RQ0030;PT.EXCELSO MULTIRASA;SO202302102750
98049;081.002-23.98136356;081.002-23.98136356;302304818;2023-02-11 00:00:00.000;PS1147;PT.JCO DONUT & COFFEE;SO202302109196
98050;081.007-23.17043916;080.007-23.17043916;302205409;2023-02-24 00:00:00.000;HT0279;PT MNC LAND;SO202302126167
98051;081.007-23.17043917;080.007-23.17043917;302104061;2023-02-24 00:00:00.000;RS2756;PT MITRA SUKSES ARKATAMA;SO202302125522
98053;081.007-23.17043919;080.007-23.17043919;302104062;2023-02-24 00:00:00.000;RS0193;PT. API METRA BOGA;SO202302125639
98057;081.007-23.17043923;080.007-23.17043923;302104064;2023-02-24 00:00:00.000;RS1128;PT. RASUNA SETIABUDI RAYA;SO202302126111
98059;081.007-23.17043925;080.007-23.17043925;302104065;2023-02-24 00:00:00.000;RS1128;PT. RASUNA SETIABUDI RAYA;SO202302126112
98061;081.007-23.17043927;080.007-23.17043927;302104066;2023-02-24 00:00:00.000;RS1128;PT. RASUNA SETIABUDI RAYA;SO202302126113
98063;081.007-23.17043929;080.007-23.17043929;302205410;2023-02-24 00:00:00.000;HT0279;PT MNC LAND;SO202302126170
98066;081.007-23.17043932;080.007-23.17043932;302205411;2023-02-24 00:00:00.000;HT0279;PT MNC LAND;SO202302126171
98068;081.007-23.17043934;080.007-23.17043934;302104068;2023-02-24 00:00:00.000;RS1128;PT. RASUNA SETIABUDI RAYA;SO202302126157
98073;081.007-23.17043939;080.007-23.17043939;302104070;2023-02-24 00:00:00.000;RS0193;PT. API METRA BOGA;SO202302126161
98075;081.007-23.17043941;080.007-23.17043941;302205413;2023-02-24 00:00:00.000;HT0056;PT. LIPPO KARAWACI TBK;SO202302126173
97923;081.007-23.17043802;080.007-23.17043802;302104046;2023-02-24 00:00:00.000;RS2757;PT ANEKA BINTANG GUDANG;SO202302125299
97924;081.007-23.17043803;080.007-23.17043803;302104047;2023-02-24 00:00:00.000;RS2757;PT ANEKA BINTANG GUDANG;SO202302125305
97931;081.007-23.17043807;080.007-23.17043807;302205387;2023-02-23 00:00:00.000;HT0132;PT. WISMA NUSANTARA INTERNATIONAL;SO202302124684
97932;081.007-23.17043808;080.007-23.17043808;302205388;2023-02-23 00:00:00.000;HT0132;PT. WISMA NUSANTARA INTERNATIONAL;SO202302124685
97933;081.007-23.17043809;080.007-23.17043809;302205389;2023-02-23 00:00:00.000;HT0132;PT. WISMA NUSANTARA INTERNATIONAL;SO202302124686
97935;081.007-23.17043811;080.007-23.17043811;302205391;2023-02-24 00:00:00.000;HT0272;PT BINA GRAHA MAKMUR;SO202302125543
97938;081.007-23.17043814;080.007-23.17043814;302304800;2023-02-22 00:00:00.000;UM0228;PT. PUSEMA RAYA UTAMA;SO202302123690
97941;081.007-23.17043817;080.007-23.17043817;302304802;2023-02-22 00:00:00.000;UM0228;PT. PUSEMA RAYA UTAMA;SO202302123706
97942;081.007-23.17043818;080.007-23.17043818;302304803;2023-02-22 00:00:00.000;UM0228;PT. PUSEMA RAYA UTAMA;SO202302123710
97947;081.007-23.17043823;080.007-23.17043823;302205392;2023-02-24 00:00:00.000;HT0272;PT BINA GRAHA MAKMUR;SO202302125544
97948;081.007-23.17043824;080.007-23.17043824;302304807;2023-02-24 00:00:00.000;UM0228;PT. PUSEMA RAYA UTAMA;SO202302126249
97953;081.007-23.17043829;080.007-23.17043829;302304809;2023-02-23 00:00:00.000;UM0228;PT. PUSEMA RAYA UTAMA;SO202302124787
97956;081.007-23.17043832;080.007-23.17043832;302205393;2023-02-24 00:00:00.000;HT0272;PT BINA GRAHA MAKMUR;SO202302125585
97957;081.007-23.17043833;080.007-23.17043833;302104049;2023-02-24 00:00:00.000;RS2608;PT LIMA MITRA SAHABAT;SO202302126256
97959;081.007-23.17043835;080.007-23.17043835;302304810;2023-02-23 00:00:00.000;UM0228;PT. PUSEMA RAYA UTAMA;SO202302124788
97960;081.007-23.17043836;080.007-23.17043836;302104050;2023-02-24 00:00:00.000;RS3017;PT BOGA INDO PRIMA;SO202302126284
97961;081.007-23.17043837;080.007-23.17043837;302205394;2023-02-25 00:00:00.000;HT0037;PT. GRAND INDONESIA;SO202302125738
97962;081.007-23.17043838;080.007-23.17043838;302304811;2023-02-23 00:00:00.000;UM0228;PT. PUSEMA RAYA UTAMA;SO202302124790
97964;081.007-23.17043840;080.007-23.17043840;302304812;2023-02-23 00:00:00.000;UM0228;PT. PUSEMA RAYA UTAMA;SO202302124791
98862;081.007-23.17044717;080.007-23.17044717;302304974;2023-02-24 00:00:00.000;GR0003;PT. BALI KULINA UTAMA;SO202302124797
98871;081.007-23.17044726;080.007-23.17044726;302205609;2023-02-23 00:00:00.000;RS1016;PT. BUMI BERKAH AGRO INDONESIA;SO202302123925
98879;081.007-23.17044734;080.007-23.17044734;302304983;2023-02-25 00:00:00.000;GR0002;PT. MAKASSAR KULINA UTAMA;SO202302122516
98880;081.007-23.17044735;080.007-23.17044735;302304984;2023-02-25 00:00:00.000;GR0002;PT. MAKASSAR KULINA UTAMA;SO202302122514
98881;081.007-23.17044736;080.007-23.17044736;302205612;2023-02-23 00:00:00.000;RS0315;PT. FOOBE INDO PERSADA;SO202302123948
98882;081.007-23.17044737;080.007-23.17044737;302104254;2023-02-20 00:00:00.000;SM0179;PT KEMANG KARSA LESTARI;SO202302120035
98883;081.007-23.17044738;080.007-23.17044738;302304985;2023-02-25 00:00:00.000;GR0002;PT. MAKASSAR KULINA UTAMA;SO202302123884
98885;081.007-23.17044740;080.007-23.17044740;302104255;2023-02-20 00:00:00.000;SM0179;PT KEMANG KARSA LESTARI;SO202302120034
98888;081.007-23.17044743;080.007-23.17044743;302804877;2023-02-24 00:00:00.000;EC0016;ONLINE BLIBLI;SO202302127034
98891;081.007-23.17044746;080.007-23.17044746;302304988;2023-02-25 00:00:00.000;GR0002;PT. MAKASSAR KULINA UTAMA;SO202302122852
98892;081.007-23.17044747;080.007-23.17044747;302104257;2023-02-21 00:00:00.000;SM0179;PT KEMANG KARSA LESTARI;SO202302122136
98893;081.007-23.17044748;080.007-23.17044748;302804878;2023-02-24 00:00:00.000;EC0016;ONLINE BLIBLI;SO202302126953
98894;081.007-23.17044749;080.007-23.17044749;302205615;2023-02-23 00:00:00.000;RC0116;CV TRI MUTIARA KIRANA;SO202302123952
98895;081.007-23.17044750;080.007-23.17044750;302304989;2023-02-25 00:00:00.000;GR0002;PT. MAKASSAR KULINA UTAMA;SO202302125726
98896;081.007-23.17044751;080.007-23.17044751;302104258;2023-02-21 00:00:00.000;SM0179;PT KEMANG KARSA LESTARI;SO202302122154
98897;081.007-23.17044752;080.007-23.17044752;302304990;2023-02-25 00:00:00.000;GR0002;PT. MAKASSAR KULINA UTAMA;SO202302126890
98604;081.007-23.17044461;080.007-23.17044461;302205554;2023-02-27 00:00:00.000;HT0272;PT BINA GRAHA MAKMUR;SO202302126649
98605;081.007-23.17044462;080.007-23.17044462;302502594;2023-02-22 00:00:00.000;RQ0024;PT.SALAD SEGAR LESTARI;SO202302123075
98607;081.007-23.17044464;080.007-23.17044464;302502595;2023-02-22 00:00:00.000;RQ0024;PT.SALAD SEGAR LESTARI;SO202302123076
98608;081.007-23.17044465;080.007-23.17044465;302205556;2023-02-27 00:00:00.000;HT0272;PT BINA GRAHA MAKMUR;SO202302127054
98610;081.007-23.17044467;080.007-23.17044467;302502597;2023-02-22 00:00:00.000;RQ0024;PT.SALAD SEGAR LESTARI;SO202302123103
98611;081.007-23.17044468;080.007-23.17044468;302205557;2023-02-27 00:00:00.000;HT0272;PT BINA GRAHA MAKMUR;SO202302127056
98612;081.007-23.17044469;080.007-23.17044469;302502598;2023-02-22 00:00:00.000;RS3024;PT BERKAH ARUNA KULINER;SO202302123145
98613;081.007-23.17044470;080.007-23.17044470;302205558;2023-02-27 00:00:00.000;HT0062;PT. MERLYNN PARK HOTEL;SO202302127067
98614;081.007-23.17044471;080.007-23.17044471;302502599;2023-02-22 00:00:00.000;RS2050;PT CREATIVE FOOD;SO202302123131
98615;081.007-23.17044472;080.007-23.17044472;302502600;2023-02-22 00:00:00.000;RS2050;PT CREATIVE FOOD;SO202302123132
98616;081.007-23.17044473;080.007-23.17044473;302205559;2023-02-27 00:00:00.000;HT0116;PT. PERMADANI KHATULISTIWA NUSANTARA;SO202302127058
98618;081.007-23.17044475;080.007-23.17044475;302205560;2023-02-27 00:00:00.000;HT0075;PT. PLAZA INDONESIA REALTY TBK;SO202302126754
98619;081.007-23.17044476;080.007-23.17044476;302502602;2023-02-22 00:00:00.000;RS2050;PT CREATIVE FOOD;SO202302123134
98621;081.007-23.17044478;080.007-23.17044478;302502603;2023-02-22 00:00:00.000;RS3024;PT BERKAH ARUNA KULINER;SO202302123146
98629;081.007-23.17044486;080.007-23.17044486;302205561;2023-02-27 00:00:00.000;HT0137;HARRIS HOTEL & CONVENTION BEKASI;SO202302127101
98631;081.007-23.17044488;080.007-23.17044488;302502605;2023-02-22 00:00:00.000;RS1589;PT.CREATIVE FOOD;SO202302123148
98635;081.007-23.17044492;080.007-23.17044492;302205563;2023-02-27 00:00:00.000;HT0146;PT. CIPUTRA ADIGRAHA;SO202302127069
98637;081.007-23.17044494;080.007-23.17044494;302205564;2023-02-27 00:00:00.000;HT0168;PT. PARAMOUNT PROPERTINDO;SO202302127138
98639;081.007-23.17044496;080.007-23.17044496;302205565;2023-02-27 00:00:00.000;HT0169;PT. PARAMOUNT PROPERTINDO;SO202302126971
98645;081.007-23.17044502;080.007-23.17044502;302205567;2023-02-27 00:00:00.000;HT0070;PT. PARAMOUNT PROPERTINDO;SO202302127298
98646;081.007-23.17044503;080.007-23.17044503;302502609;2023-02-22 00:00:00.000;RS1370;PT. SELERA SUKSES PRATAMA;SO202302123212
98647;081.007-23.17044504;080.007-23.17044504;302104242;2023-02-24 00:00:00.000;RS1763;PT KITCHENETTE LESTARI;SO202302124708
98648;081.007-23.17044505;080.007-23.17044505;302205568;2023-02-27 00:00:00.000;HT0129;PT. SWADHARMA KERRY SATYA;SO202302127618
98649;081.007-23.17044506;080.007-23.17044506;302502610;2023-02-22 00:00:00.000;RS1370;PT. SELERA SUKSES PRATAMA;SO202302123213
98650;081.007-23.17044507;080.007-23.17044507;302104243;2023-02-24 00:00:00.000;RS1763;PT KITCHENETTE LESTARI;SO202302125203
98651;081.007-23.17044508;080.007-23.17044508;302205569;2023-02-27 00:00:00.000;HT0361;PT PANCAR PESONA INDAH;SO202302125567
98653;081.007-23.17044510;080.007-23.17044510;302104244;2023-02-24 00:00:00.000;RS1763;PT KITCHENETTE LESTARI;SO202302125204
98654;081.007-23.17044511;080.007-23.17044511;302502612;2023-02-22 00:00:00.000;RS2551;PT. BERKAH ARUNA KULINER;SO202302123223
98655;081.007-23.17044512;080.007-23.17044512;302502613;2023-02-22 00:00:00.000;RS2551;PT. BERKAH ARUNA KULINER;SO202302123224
98656;081.007-23.17044513;080.007-23.17044513;302205570;2023-02-27 00:00:00.000;HT0223;PT SUMAMPAU HOTEL DAN RESOR;SO202302127553
98657;081.007-23.17044514;080.007-23.17044514;302502614;2023-02-22 00:00:00.000;RS3024;PT BERKAH ARUNA KULINER;SO202302123234
98658;081.007-23.17044515;080.007-23.17044515;302502615;2023-02-22 00:00:00.000;RS1390;PT. CREATIVE FOOD;SO202302123254
98659;081.007-23.17044516;080.007-23.17044516;302205571;2023-02-27 00:00:00.000;HT0223;PT SUMAMPAU HOTEL DAN RESOR;SO202302127554
98664;081.007-23.17044521;080.007-23.17044521;302502618;2023-02-22 00:00:00.000;RS1825;PT KULINER DIGITAL SEJAHTERA;SO202302123314
98667;081.007-23.17044524;080.007-23.17044524;302502620;2023-02-22 00:00:00.000;RS3024;PT BERKAH ARUNA KULINER;SO202302123352
97068;081.007-23.17042960;080.007-23.17042960;302205199;2023-02-24 00:00:00.000;HT0262;PT PONDOK INDAH HOTEL;SO202302125896
97070;081.007-23.17042962;080.007-23.17042962;302304643;2023-02-21 00:00:00.000;RS1233;IPPUDO CATERING INDONESIA;SO202302121827
97072;081.007-23.17042964;080.007-23.17042964;302205201;2023-02-24 00:00:00.000;HT0101;PT. CIPUTRA SENTRA;SO202302125898
97074;081.007-23.17042966;080.007-23.17042966;302205202;2023-02-24 00:00:00.000;HT0021;PT. CAHAYA GRAHA KENCANA;SO202302125901
98225;081.007-23.17044089;080.007-23.17044089;302401254;2023-02-22 00:00:00.000;RS0566;PT. SELERA SARAPAN SEDUNIA;SO202302124135
98229;081.007-23.17044093;080.007-23.17044093;302401255;2023-02-22 00:00:00.000;RS2488;PT JACOB THIRTA HUTAMA;SO202302121323
98232;081.007-23.17044096;080.007-23.17044096;302205463;2023-02-25 00:00:00.000;HT0037;PT. GRAND INDONESIA;SO202302127134
98233;081.007-23.17044097;080.007-23.17044097;302205464;2023-02-25 00:00:00.000;HT0037;PT. GRAND INDONESIA;SO202302127135
98236;081.007-23.17044099;080.007-23.17044099;302205465;2023-02-25 00:00:00.000;HT0037;PT. GRAND INDONESIA;SO202302127475
98237;081.007-23.17044100;080.007-23.17044100;302401256;2023-02-22 00:00:00.000;PS0345;FITRIA ANINDITA PUTRI;SO202302121541
98239;081.007-23.17044102;080.007-23.17044102;302205466;2023-02-25 00:00:00.000;HT0037;PT. GRAND INDONESIA;SO202302127476
98243;081.007-23.17044105;080.007-23.17044105;302205467;2023-02-25 00:00:00.000;HT0258;PT MERLYNN PARK HOTEL;SO202302127495
98245;081.007-23.17044107;080.007-23.17044107;302401258;2023-02-22 00:00:00.000;RS1493;PT.INOVASI KULINER INDONESIA;SO202302121590
98246;081.007-23.17044108;080.007-23.17044108;302205468;2023-02-25 00:00:00.000;HT0368;PT NURTIRTA NUSA LESTARI;SO202302127512
98254;081.007-23.17044116;080.007-23.17044116;302401259;2023-02-22 00:00:00.000;RS3125;PT KULINER INOVATIF INDONESIA;SO202302122380
98256;081.007-23.17044118;080.007-23.17044118;302205471;2023-02-25 00:00:00.000;HT0368;PT NURTIRTA NUSA LESTARI;SO202302127551
98259;081.007-23.17044121;080.007-23.17044121;302205472;2023-02-25 00:00:00.000;HT0056;PT. LIPPO KARAWACI TBK;SO202302127649
98263;081.007-23.17044125;080.007-23.17044125;302205473;2023-02-25 00:00:00.000;HT0301;PT MITRA GRAHA ANDALAN;SO202302127656
98267;081.007-23.17044129;080.007-23.17044129;302205474;2023-02-25 00:00:00.000;HT0097;PT. WIJAYA WISESA BAKTI;SO202302127614
98270;081.007-23.17044132;080.007-23.17044132;302205475;2023-02-25 00:00:00.000;HT0046;PT. JAKARTA INTERNATIONAL HOTELS & DEVELOPMENT Tbk;SO202302127216
98274;081.007-23.17044136;080.007-23.17044136;302401262;2023-02-22 00:00:00.000;RS0496;PT. PANCIOUS TIRTA JAYA;SO202302123371
98277;081.007-23.17044139;080.007-23.17044139;302205477;2023-02-25 00:00:00.000;HT0082;PT. SETIA MERANTI;SO202302127016
98280;081.007-23.17044142;080.007-23.17044142;302205478;2023-02-25 00:00:00.000;HT0082;PT. SETIA MERANTI;SO202302127021
98282;081.007-23.17044144;080.007-23.17044144;302205479;2023-02-25 00:00:00.000;HT0041;PT. HALIM BANGUN SARANA INDAH;SO202302127494
98287;081.007-23.17044149;080.007-23.17044149;302205480;2023-02-25 00:00:00.000;HT0120;PT. PURI DHARMAWANGSA RAYA HTL;SO202302127504
98290;081.007-23.17044152;080.007-23.17044152;302401263;2023-02-22 00:00:00.000;RS0496;PT. PANCIOUS TIRTA JAYA;SO202302123372
98293;081.007-23.17044157;080.007-23.17044157;302401264;2023-02-22 00:00:00.000;PS0908;PT BAROKAH DUNIA AKHIRAT;SO202302119839
98297;081.007-23.17044161;080.007-23.17044161;302401265;2023-02-22 00:00:00.000;PS0908;PT BAROKAH DUNIA AKHIRAT;SO202302119841
98301;081.007-23.17044165;080.007-23.17044165;302401266;2023-02-22 00:00:00.000;PS0908;PT BAROKAH DUNIA AKHIRAT;SO202302119853
98315;081.007-23.17040184;081.007-23.17040184;302304867;2023-02-21 00:00:00.000;RS2791;PT MITRA SELERA BERSAMA;SO202302121776
98329;081.007-23.17044192;080.007-23.17044192;302401271;2023-02-22 00:00:00.000;CT0132;TEDDY HARSONO;SO202302121241
98332;081.007-23.17044195;080.007-23.17044195;302401272;2023-02-22 00:00:00.000;UM0784;LIANI YUNIARTI HARTANTO;SO202302121301
98335;081.007-23.17044198;080.007-23.17044198;302401273;2023-02-22 00:00:00.000;RS2821;PT GRAHA SENOPATI SENTOSA;SO202302121373
98339;081.007-23.17044202;080.007-23.17044202;302304877;2023-02-28 00:00:00.000;RS2447;PT SUMBER TRI JAYA;SO202302127727
98340;081.007-23.17044203;080.007-23.17044203;302304878;2023-02-28 00:00:00.000;RS2447;PT SUMBER TRI JAYA;SO202302127828
98136;081.007-23.17043999;080.007-23.17043999;302304828;2023-02-28 00:00:00.000;DS0225;CV PANDAWA EXPRESS BEEF;SO202302128754
98138;081.007-23.17044007;080.007-23.17044007;302205435;2023-02-24 00:00:00.000;HT0203;PT. AGUNG PERTIWI NAULI;SO202302124911
98139;081.007-23.17044008;080.007-23.17044008;302104097;2023-02-24 00:00:00.000;RS3021;PT HGP PURI BOGATAMA;SO202302126126
98140;081.007-23.17044009;080.007-23.17044009;302104098;2023-02-24 00:00:00.000;EC0043;PT BANKDAGING INDONESIA GEMILANG;SO202302126130
98142;081.007-23.17044011;080.007-23.17044011;302104099;2023-02-24 00:00:00.000;RS1452;PT TORICO MAJU MAKMUR;SO202302125638
98145;081.007-23.17044014;080.007-23.17044014;302104101;2023-02-24 00:00:00.000;RS1259;PT. SHISHA INTERNATIONAL;SO202302126125
98147;081.007-23.17044016;080.007-23.17044016;302104102;2023-02-24 00:00:00.000;RS1518;PT.SANGGADAYA KALATRAYA;SO202302125817
98148;081.007-23.17044017;080.007-23.17044017;302205439;2023-02-24 00:00:00.000;PS0194;PT SUMBER DAYA NUSAPHALA;SO202302126058
98151;081.007-23.17044020;080.007-23.17044020;302205440;2023-02-24 00:00:00.000;PS0194;PT SUMBER DAYA NUSAPHALA;SO202302126059
